,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,23,12,person,643.9980821449335,440.25108161094977,[624.57792903 378.8244218  663.41823526 501.67774142]
0,23,13,person,922.7542131870537,436.7867270910232,[894.55397249 351.46967144 950.95445388 522.10378275]
0,24,1,person,736.1331021572612,472.91694462995133,[667.61768107 322.18512641 804.64852324 623.64876285]
0,24,2,person,262.72650229429894,444.963500631168,[229.63867828 353.8866275  295.81432631 536.04037376]
0,24,3,person,804.9650103539809,436.36957307507436,[777.06324664 359.22574373 832.86677407 513.51340242]
0,24,4,person,336.76032066272757,448.8433297184469,[303.22644029 371.5488343  370.29420104 526.13782514]
0,24,5,person,593.6304563919161,437.0475220610433,[570.85956724 369.64333137 616.40134554 504.45171275]
0,24,6,person,190.4595546773092,454.33372922484295,[154.84794413 367.44305741 226.07116522 541.22440104]
0,24,9,person,543.8385309956402,439.36327636566125,[518.24479589 370.75134723 569.4322661  507.9752055 ]
0,24,11,person,1010.4328750589104,452.0192868613928,[ 970.55907598  367.15758311 1050.30667413  536.88099062]
0,24,12,person,645.4180969120835,440.30223669908514,[625.22294416 377.53028096 665.61324966 503.07419243]
0,24,13,person,920.2397995189483,436.9959290177355,[891.09782304 352.62354822 949.381776   521.36830981]
0,25,1,person,731.8180044614593,472.63251425696905,[662.00006569 321.12522928 801.63594323 624.13979923]
0,25,2,person,261.3299242815956,444.82724696028066,[227.93998627 353.14813732 294.71986229 536.5063566 ]
0,25,3,person,805.6653892631837,437.8653394414837,[776.76220997 359.0133918  834.56856856 516.71728708]
0,25,4,person,333.34639185628436,448.5145980049662,[299.24889861 369.81576249 367.4438851  527.21343352]
0,25,5,person,593.4315198288309,437.6302204518556,[570.94551706 371.12630812 615.91752259 504.13413279]
0,25,6,person,189.50571106007774,454.3852505672332,[153.94618957 367.86207243 225.06523255 540.90842871]
0,25,9,person,545.1020871793093,439.169288419484,[519.20763834 370.3194528  570.99653602 508.01912404]
0,25,11,person,1011.4845113565535,451.66320290094666,[ 970.97212573  365.60770642 1051.99689699  537.71869938]
0,25,12,person,646.2347283508851,440.00171504998025,[625.12091349 375.07244148 667.34854321 504.93098862]
0,25,13,person,919.315391730472,436.0527241880087,[888.47246376 351.0080139  950.15831971 521.09743448]
0,25,15,person,1262.7206750700539,429.8513047811226,[1246.09514484  362.93180856 1279.3462053   496.770801  ]
0,26,1,person,728.0906338031737,471.5314403059334,[657.2670057  319.36455945 798.91426191 623.69832116]
0,26,2,person,260.2098644914618,444.7596267989113,[226.74433031 352.82440883 293.67539868 536.69484477]
0,26,3,person,805.3548528862885,438.44836044147104,[775.72525661 358.27867352 834.98444916 518.61804736]
0,26,4,person,330.5139480921964,449.3880101460413,[296.17172551 371.14976692 364.85617068 527.62625338]
0,26,5,person,592.7076690988501,438.19099850904,[570.51268475 372.3668612  614.90265345 504.01513582]
0,26,6,person,189.59451452493454,455.0757341527452,[154.93565102 370.67067427 224.25337803 539.48079403]
0,26,9,person,545.59322666106,439.09171088934653,[519.47172264 370.15070951 571.71473068 508.03271227]
0,26,11,person,1015.6653936650679,452.8452444671396,[ 974.94379235  367.66720023 1056.38699498  538.0232887 ]
0,26,12,person,647.4842939787286,440.2250467661511,[626.56617031 376.12133259 668.40241765 504.32876094]
0,26,13,person,920.321304836621,434.6984916542408,[888.08996614 349.73192776 952.55264354 519.66505555]
0,26,15,person,1262.8327308308671,428.4010112279701,[1245.79009557  359.78135438 1279.87536609  497.02066808]
0,27,1,person,724.5809469102009,470.45829569907363,[653.65550271 319.33424531 795.50639111 621.58234608]
0,27,2,person,259.52582024414994,441.71719784321726,[225.46060332 347.98596746 293.59103717 535.44842823]
0,27,3,person,805.3287410351659,439.34782696101684,[775.86204465 359.98835703 834.79543742 518.7072969 ]
0,27,4,person,328.2313273561722,449.403624769782,[293.2862037  370.34822005 363.17645101 528.45902949]
0,27,5,person,592.4487288491897,438.0708173990868,[570.298141   372.16763899 614.5993167  503.97399581]
0,27,6,person,187.4071192401911,454.6723433855919,[153.00086802 370.37890819 221.81337046 538.96577858]
