,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,34,14,person,870.0144744448132,593.486105622956,[855.19223555 578.9869452  884.83671334 607.98526604]
0,34,17,person,1545.2521224077707,591.315291884074,[1532.90811363  576.18094848 1557.59613119  606.44963528]
0,35,2,person,172.72703894130146,628.3298641942832,[131.92872307 504.39730177 213.52535481 752.26242662]
0,35,3,person,1780.3095765115988,586.0638990680634,[1765.44919586  563.38634189 1795.16995716  608.74145625]
0,35,5,person,1311.0165384382688,575.4526910398665,[1295.18495978  549.67679231 1326.84811709  601.22858977]
0,35,10,person,1904.3734971632862,586.1882417864617,[1890.45190894  553.49720712 1918.29508539  618.87927645]
0,35,11,person,1870.127665530131,588.2428557403491,[1855.93883896  562.05830635 1884.3164921   614.42740513]
0,35,14,person,870.1067127230899,593.3016096724828,[855.28054348 578.79860355 884.93288196 607.80461579]
0,35,17,person,1545.5854903532313,591.3382890181254,[1533.27910785  576.25006724 1557.89187285  606.4265108 ]
0,36,2,person,164.7259923995903,629.0628830345905,[124.56617395 506.34169612 204.88581084 751.78406995]
0,36,3,person,1781.6768544709344,587.3386583990098,[1767.4417789   565.09182527 1795.91193004  609.58549153]
0,36,5,person,1308.1091911004887,574.7791465987943,[1292.81377743  549.78879909 1323.40460477  599.76949411]
0,36,10,person,1902.7109957146145,586.6980271399877,[1888.41160141  553.77203292 1917.01039002  619.62402136]
0,36,11,person,1866.9508988325792,589.6095609027798,[1853.45895218  565.05732986 1880.44284548  614.16179194]
0,36,14,person,868.449097073948,594.2175697954788,[853.33086913 579.71617043 883.56732502 608.71896916]
0,37,2,person,153.99845543896762,630.0064363087798,[114.50286887 508.45569615 193.49404201 751.55717646]
0,37,3,person,1781.1234211834883,585.501877526925,[1765.64894432  561.09718699 1796.59789804  609.90656806]
0,37,5,person,1306.642196314579,575.5231216279278,[1291.36318955  550.51236353 1321.92120308  600.53387973]
0,37,6,person,1139.994687902394,585.4389872852253,[1130.17746507  569.97115398 1149.81191074  600.90682059]
0,37,10,person,1900.7817982731262,586.8920242283464,[1886.09825041  553.8807403  1915.46534614  619.90330816]
0,37,11,person,1862.360229542568,589.5139008720888,[1848.5704434   564.97582119 1876.15001568  614.05198055]
0,37,14,person,867.4383403204561,595.4036309761048,[852.62190239 581.24138605 882.25477825 609.56587591]
0,38,2,person,140.60188142560543,631.6824031197506,[100.35741871 507.31106712 180.84634415 756.05373912]
0,38,3,person,1780.2858919499988,585.47424703968,[1764.9966679   560.92560437 1795.575116    610.02288971]
0,38,5,person,1301.4816797962171,575.4738821097377,[1286.0520557   550.1265431  1316.9113039   600.82122112]
0,38,6,person,1139.5416711890853,585.406443663004,[1129.79674625  570.05255914 1149.28659613  600.76032819]
0,38,10,person,1897.1058149267901,587.2950110667009,[1882.26581313  554.58417205 1911.94581673  620.00585009]
0,38,11,person,1856.7522559025178,588.1601855487431,[1842.16505061  562.30811903 1871.3394612   614.01225206]
0,38,14,person,865.4051026218008,595.1548972669523,[849.10730282 579.77115698 881.70290242 610.53863756]
0,39,2,person,129.56540246584024,633.936991623565,[ 89.90158285 511.46291711 169.22922208 756.41106613]
0,39,3,person,1777.9177070014962,584.816822726207,[1762.18265353  559.57228891 1793.65276048  610.06135655]
0,39,5,person,1297.2572916064883,575.4586137123104,[1281.31693846  549.32940315 1313.19764476  601.58782428]
